FileName,Autor,Categoria,GPSLatitude,GPSLongitude,GPSAltitude,GPSImgDirection,CreateDate,Especie_tentativa,Confianza_ID,Estatus_nativo_SG,Clima_referencia
DANIELA_IMG_8343.HEIC,Daniela,abiotic,"1 deg 20' 17.11"" N","103 deg 52' 22.23"" E",19.8 m Above Sea Level,64.24403387,2026:09:05 13:53:52,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5722.JPG,Janelle,abiotic,"1 deg 20' 25.48"" N","103 deg 52' 28.46"" E",21.3 m Above Sea Level,89.51741023,2026:09:05 11:54:22,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8348.HEIC,Daniela,abiotic,"1 deg 20' 17.35"" N","103 deg 52' 22.64"" E",25.2 m Above Sea Level,63.85242464,2026:09:05 13:55:16,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5771.JPG,Janelle,abiotic,"1 deg 20' 21.98"" N","103 deg 52' 29.23"" E",22.1 m Above Sea Level,20.42328453,2026:09:05 14:11:23,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5759.JPG,Janelle,abiotic,"1 deg 20' 19.53"" N","103 deg 52' 26.32"" E",26.7 m Above Sea Level,177.2756041,2026:09:05 14:01:19,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5727.MOV,Janelle,abiotic,"1 deg 20' 19.68"" N","103 deg 52' 26.40"" E",23.302 m,,2026:09:05 05:52:19,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5822.JPG,Janelle,abiotic,"1 deg 20' 26.03"" N","103 deg 52' 28.63"" E",31.9 m Above Sea Level,61.37615969,2026:09:05 14:19:44,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8325.HEIC,Daniela,abiotic,"1 deg 20' 19.93"" N","103 deg 52' 26.07"" E",24.1 m Above Sea Level,269.2100221,2026:09:05 11:06:45,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5823.JPG,Janelle,abiotic,"1 deg 20' 26.08"" N","103 deg 52' 28.66"" E",31.9 m Above Sea Level,35.8519058,2026:09:05 14:19:46,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5758.JPG,Janelle,abiotic,"1 deg 20' 19.24"" N","103 deg 52' 26.29"" E",21.8 m Above Sea Level,190.4996186,2026:09:05 14:01:15,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5770.JPG,Janelle,abiotic,"1 deg 20' 21.25"" N","103 deg 52' 27.56"" E",27.7 m Above Sea Level,161.4306641,2026:09:05 14:08:28,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8364.HEIC,Daniela,abiotic,"1 deg 20' 18.70"" N","103 deg 52' 26.48"" E",22.2 m Above Sea Level,239.9402314,2026:09:05 14:02:45,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8344.HEIC,Daniela,abiotic,"1 deg 20' 17.18"" N","103 deg 52' 22.50"" E",24.8 m Above Sea Level,83.12896725,2026:09:05 13:54:06,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5799.JPG,Janelle,abiotic,"1 deg 20' 24.67"" N","103 deg 52' 28.96"" E",25.6 m Above Sea Level,45.95199203,2026:09:05 14:16:55,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5772.JPG,Janelle,abiotic,"1 deg 20' 22.15"" N","103 deg 52' 28.60"" E",22.1 m Above Sea Level,198.6492158,2026:09:05 14:11:30,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5766.JPG,Janelle,abiotic,"1 deg 20' 20.32"" N","103 deg 52' 25.63"" E",20.7 m Above Sea Level,170.6031571,2026:09:05 14:08:15,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5809.JPG,Janelle,abiotic,"1 deg 20' 25.49"" N","103 deg 52' 28.60"" E",31.9 m Above Sea Level,271.2252196,2026:09:05 14:18:13,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5821.JPG,Janelle,abiotic,"1 deg 20' 26.03"" N","103 deg 52' 28.63"" E",31.4 m Above Sea Level,62.52460098,2026:09:05 14:19:42,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5632.JPG,Janelle,abiotic,"1 deg 20' 19.01"" N","103 deg 52' 22.83"" E",20.1 m Above Sea Level,113.5017548,2026:09:05 09:35:47,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5820.JPG,Janelle,abiotic,"1 deg 20' 26.03"" N","103 deg 52' 28.66"" E",30.7 m Above Sea Level,66.73273459,2026:09:05 14:19:41,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5808.JPG,Janelle,abiotic,"1 deg 20' 25.46"" N","103 deg 52' 28.60"" E",32.5 m Above Sea Level,277.3656922,2026:09:05 14:18:10,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5767.JPG,Janelle,abiotic,"1 deg 20' 20.41"" N","103 deg 52' 25.80"" E",20.8 m Above Sea Level,166.898758,2026:09:05 14:08:16,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5773.JPG,Janelle,abiotic,"1 deg 20' 22.18"" N","103 deg 52' 28.60"" E",25.5 m Above Sea Level,198.2007448,2026:09:05 14:11:32,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5798.JPG,Janelle,abiotic,"1 deg 20' 24.67"" N","103 deg 52' 28.99"" E",25.5 m Above Sea Level,137.1272124,2026:09:05 14:16:50,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8387.HEIC,Daniela,abiotic,"1 deg 20' 20.58"" N","103 deg 52' 25.03"" E",22.3 m Above Sea Level,290.5975648,2026:09:05 14:14:45,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5763.JPG,Janelle,abiotic,"1 deg 20' 22.07"" N","103 deg 52' 26.45"" E",22.7 m Above Sea Level,203.9801027,2026:09:05 14:04:27,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5824.JPG,Janelle,abiotic,"1 deg 20' 26.10"" N","103 deg 52' 28.66"" E",32.2 m Above Sea Level,32.45565032,2026:09:05 14:19:47,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5818.JPG,Janelle,abiotic,"1 deg 20' 26.01"" N","103 deg 52' 28.68"" E",27.7 m Above Sea Level,79.97212218,2026:09:05 14:19:34,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8353.HEIC,Daniela,abiotic,"1 deg 20' 17.36"" N","103 deg 52' 22.64"" E",22.1 m Above Sea Level,136.2731476,2026:09:05 13:56:04,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5819.JPG,Janelle,abiotic,"1 deg 20' 26.01"" N","103 deg 52' 28.66"" E",28.4 m Above Sea Level,129.934845,2026:09:05 14:19:36,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5825.JPG,Janelle,abiotic,"1 deg 20' 26.03"" N","103 deg 52' 28.63"" E",32.1 m Above Sea Level,279.6599119,2026:09:05 14:19:51,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5762.JPG,Janelle,abiotic,"1 deg 20' 20.02"" N","103 deg 52' 25.77"" E",34.7 m Above Sea Level,235.7563169,2026:09:05 14:02:33,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5776.JPG,Janelle,abiotic,"1 deg 20' 22.27"" N","103 deg 52' 28.60"" E",32.4 m Above Sea Level,205.4057463,2026:09:05 14:11:57,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5789.JPG,Janelle,abiotic,"1 deg 20' 23.84"" N","103 deg 52' 28.05"" E",25.3 m Above Sea Level,146.6887207,2026:09:05 14:16:00,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8332.HEIC,Daniela,abiotic,"1 deg 20' 23.05"" N","103 deg 52' 26.54"" E",34.8 m Above Sea Level,56.8927574,2026:09:05 11:19:39,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5748.JPG,Janelle,abiotic,"1 deg 20' 19.76"" N","103 deg 52' 27.01"" E",26.3 m Above Sea Level,124.6810646,2026:09:05 13:58:11,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5760.JPG,Janelle,abiotic,"1 deg 20' 20.43"" N","103 deg 52' 26.21"" E",32.9 m Above Sea Level,75.94144437,2026:09:05 14:02:04,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8365.HEIC,Daniela,abiotic,"1 deg 20' 18.87"" N","103 deg 52' 26.32"" E",20.6 m Above Sea Level,215.7126465,2026:09:05 14:02:57,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5774.JPG,Janelle,abiotic,"1 deg 20' 22.26"" N","103 deg 52' 28.60"" E",31.7 m Above Sea Level,210.6420745,2026:09:05 14:11:53,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5827.JPG,Janelle,abiotic,"1 deg 20' 26.06"" N","103 deg 52' 28.54"" E",33.9 m Above Sea Level,310.3740541,2026:09:05 14:19:55,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8373.HEIC,Daniela,abiotic,"1 deg 20' 18.86"" N","103 deg 52' 25.39"" E",24.9 m Above Sea Level,321.9913634,2026:09:05 14:04:25,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5826.JPG,Janelle,abiotic,"1 deg 20' 26.05"" N","103 deg 52' 28.63"" E",32.6 m Above Sea Level,257.8958743,2026:09:05 14:19:52,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5775.JPG,Janelle,abiotic,"1 deg 20' 22.25"" N","103 deg 52' 28.60"" E",31.7 m Above Sea Level,208.6969757,2026:09:05 14:11:56,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5761.JPG,Janelle,abiotic,"1 deg 20' 20.07"" N","103 deg 52' 25.88"" E",37.3 m Above Sea Level,228.1127474,2026:09:05 14:02:27,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8349.HEIC,Daniela,abiotic,"1 deg 20' 17.32"" N","103 deg 52' 22.67"" E",27.7 m Above Sea Level,108.939804,2026:09:05 13:55:26,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5793.JPG,Janelle,abiotic,"1 deg 20' 24.11"" N","103 deg 52' 28.21"" E",25.3 m Above Sea Level,144.5612029,2026:09:05 14:16:08,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8366.HEIC,Daniela,abiotic,"1 deg 20' 18.86"" N","103 deg 52' 26.35"" E",23.5 m Above Sea Level,255.4428711,2026:09:05 14:03:00,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5778.JPG,Janelle,abiotic,"1 deg 20' 21.63"" N","103 deg 52' 26.90"" E",22.1 m Above Sea Level,295.3535463,2026:09:05 14:14:05,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8389.HEIC,Daniela,abiotic,"1 deg 20' 19.47"" N","103 deg 52' 25.50"" E",21.2 m Above Sea Level,259.9170226,2026:09:05 14:15:38,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5817.JPG,Janelle,abiotic,"1 deg 20' 26.01"" N","103 deg 52' 28.68"" E",27.2 m Above Sea Level,67.56264501,2026:09:05 14:19:31,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5803.JPG,Janelle,abiotic,"1 deg 20' 24.94"" N","103 deg 52' 28.90"" E",27.4 m Above Sea Level,19.15560531,2026:09:05 14:17:15,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8370.HEIC,Daniela,abiotic,"1 deg 20' 18.79"" N","103 deg 52' 25.55"" E",21.8 m Above Sea Level,242.4874572,2026:09:05 14:03:51,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5802.JPG,Janelle,abiotic,"1 deg 20' 24.95"" N","103 deg 52' 28.90"" E",29.4 m Above Sea Level,58.91555024,2026:09:05 14:17:13,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5792.JPG,Janelle,abiotic,"1 deg 20' 24.11"" N","103 deg 52' 28.21"" E",24.8 m Above Sea Level,141.5664215,2026:09:05 14:16:06,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5790.JPG,Janelle,abiotic,"1 deg 20' 23.94"" N","103 deg 52' 28.05"" E",21.9 m Above Sea Level,144.3083496,2026:09:05 14:16:02,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5747.JPG,Janelle,abiotic,"1 deg 20' 19.76"" N","103 deg 52' 27.04"" E",27.2 m Above Sea Level,182.1831284,2026:09:05 13:58:06,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5828.JPG,Janelle,abiotic,"1 deg 20' 26.10"" N","103 deg 52' 28.52"" E",30.8 m Above Sea Level,197.3098298,2026:09:05 14:20:07,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5800.JPG,Janelle,abiotic,"1 deg 20' 24.71"" N","103 deg 52' 29.01"" E",27.5 m Above Sea Level,180.3930968,2026:09:05 14:17:02,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5814.JPG,Janelle,abiotic,"1 deg 20' 25.67"" N","103 deg 52' 28.33"" E",21.1 m Above Sea Level,290.2579042,2026:09:05 14:18:37,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5801.JPG,Janelle,abiotic,"1 deg 20' 24.70"" N","103 deg 52' 28.99"" E",29.3 m Above Sea Level,177.0350953,2026:09:05 14:17:03,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5829.JPG,Janelle,abiotic,"1 deg 20' 20.39"" N","103 deg 52' 25.69"" E",22.8 m Above Sea Level,265.5346373,2026:09:05 14:30:42,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5791.JPG,Janelle,abiotic,"1 deg 20' 24.11"" N","103 deg 52' 28.08"" E",24.5 m Above Sea Level,142.564392,2026:09:05 14:16:04,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8346.HEIC,Daniela,abiotic,"1 deg 20' 17.41"" N","103 deg 52' 22.56"" E",24.9 m Above Sea Level,37.33820725,2026:09:05 13:55:01,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8347.HEIC,Daniela,abiotic,"1 deg 20' 17.35"" N","103 deg 52' 22.64"" E",25 m Above Sea Level,73.95864106,2026:09:05 13:55:09,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5795.JPG,Janelle,abiotic,"1 deg 20' 24.64"" N","103 deg 52' 28.99"" E",20.7 m Above Sea Level,88.12207031,2026:09:05 14:16:44,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5781.JPG,Janelle,abiotic,"1 deg 20' 23.11"" N","103 deg 52' 28.10"" E",23.7 m Above Sea Level,82.62741087,2026:09:05 14:14:28,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5728.MOV,Janelle,abiotic,"1 deg 20' 20.04"" N","103 deg 52' 26.40"" E",20.479 m,,2026:09:05 05:52:53,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5805.JPG,Janelle,abiotic,"1 deg 20' 25.24"" N","103 deg 52' 28.49"" E",27.6 m Above Sea Level,345.3965759,2026:09:05 14:17:35,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5811.JPG,Janelle,abiotic,"1 deg 20' 25.60"" N","103 deg 52' 28.49"" E",31.6 m Above Sea Level,37.07112883,2026:09:05 14:18:26,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8351.HEIC,Daniela,abiotic,"1 deg 20' 17.36"" N","103 deg 52' 22.64"" E",23.3 m Above Sea Level,100.7343035,2026:09:05 13:55:55,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8404.HEIC,Daniela,abiotic,"1 deg 20' 16.73"" N","103 deg 52' 22.31"" E",17.4 m Above Sea Level,40.74915315,2026:09:05 14:29:52,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5810.JPG,Janelle,abiotic,"1 deg 20' 25.51"" N","103 deg 52' 28.63"" E",31.5 m Above Sea Level,280.9023742,2026:09:05 14:18:16,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5804.JPG,Janelle,abiotic,"1 deg 20' 25.28"" N","103 deg 52' 28.49"" E",27 m Above Sea Level,343.9726562,2026:09:05 14:17:34,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5780.JPG,Janelle,abiotic,"1 deg 20' 22.88"" N","103 deg 52' 27.91"" E",23.5 m Above Sea Level,116.2329864,2026:09:05 14:14:12,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5794.JPG,Janelle,abiotic,"1 deg 20' 24.58"" N","103 deg 52' 29.04"" E",20.3 m Above Sea Level,86.55599975,2026:09:05 14:16:42,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5782.JPG,Janelle,abiotic,"1 deg 20' 23.11"" N","103 deg 52' 28.13"" E",24.2 m Above Sea Level,82.08322148,2026:09:05 14:14:29,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5796.JPG,Janelle,abiotic,"1 deg 20' 24.63"" N","103 deg 52' 28.90"" E",23.8 m Above Sea Level,75.25375366,2026:09:05 14:16:45,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5769.JPG,Janelle,abiotic,"1 deg 20' 21.21"" N","103 deg 52' 27.61"" E",24.8 m Above Sea Level,115.7169952,2026:09:05 14:08:24,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5812.JPG,Janelle,abiotic,"1 deg 20' 25.61"" N","103 deg 52' 28.35"" E",30.7 m Above Sea Level,257.6324159,2026:09:05 14:18:32,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5806.JPG,Janelle,abiotic,"1 deg 20' 25.34"" N","103 deg 52' 28.54"" E",31 m Above Sea Level,314.1486512,2026:09:05 14:17:44,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5807.JPG,Janelle,abiotic,"1 deg 20' 25.51"" N","103 deg 52' 28.54"" E",32.4 m Above Sea Level,279.899811,2026:09:05 14:18:08,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5813.JPG,Janelle,abiotic,"1 deg 20' 25.69"" N","103 deg 52' 28.27"" E",24.7 m Above Sea Level,193.4134369,2026:09:05 14:18:35,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8367.HEIC,Daniela,abiotic,"1 deg 20' 18.75"" N","103 deg 52' 25.72"" E",21.4 m Above Sea Level,172.7738952,2026:09:05 14:03:26,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5740.JPG,Janelle,abiotic,"1 deg 20' 19.92"" N","103 deg 52' 26.45"" E",23.3 m Above Sea Level,80.11923219,2026:09:05 13:55:53,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5768.JPG,Janelle,abiotic,"1 deg 20' 21.16"" N","103 deg 52' 27.67"" E",19.3 m Above Sea Level,92.71140295,2026:09:05 14:08:22,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8388.HEIC,Daniela,abiotic,"1 deg 20' 20.56"" N","103 deg 52' 25.17"" E",21.4 m Above Sea Level,173.9234009,2026:09:05 14:14:54,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5797.JPG,Janelle,abiotic,"1 deg 20' 24.63"" N","103 deg 52' 28.96"" E",24 m Above Sea Level,128.5101928,2026:09:05 14:16:48,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5783.JPG,Janelle,abiotic,"1 deg 20' 23.17"" N","103 deg 52' 28.10"" E",22.7 m Above Sea Level,136.7756196,2026:09:05 14:14:37,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8330.HEIC,Daniela,abiotic,"1 deg 20' 22.09"" N","103 deg 52' 25.99"" E",34.8 m Above Sea Level,73.92411038,2026:09:05 11:11:29,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5707.JPG,Janelle,abiotic,"1 deg 20' 23.78"" N","103 deg 52' 23.27"" E",20.1 m Above Sea Level,56.80516817,2026:09:05 11:25:24,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5713.JPG,Janelle,abiotic,"1 deg 20' 27.85"" N","103 deg 52' 28.00"" E",30.8 m Above Sea Level,128.9796143,2026:09:05 11:31:54,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5733.JPG,Janelle,abiotic,"1 deg 20' 19.96"" N","103 deg 52' 26.59"" E",31.6 m Above Sea Level,5.492533211,2026:09:05 13:54:19,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8403.HEIC,Daniela,abiotic,"1 deg 20' 16.75"" N","103 deg 52' 22.34"" E",16 m Above Sea Level,41.75435638,2026:09:05 14:29:48,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5673.JPG,Janelle,abiotic,"1 deg 20' 19.07"" N","103 deg 52' 26.54"" E",20.1 m Above Sea Level,271.3925477,2026:09:05 10:50:16,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5667.JPG,Janelle,abiotic,"1 deg 20' 21.05"" N","103 deg 52' 23.21"" E",19.2 m Above Sea Level,222.5473785,2026:09:05 10:47:01,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8356.HEIC,Daniela,abiotic,"1 deg 20' 16.62"" N","103 deg 52' 22.86"" E",24.8 m Above Sea Level,86.03865051,2026:09:05 13:58:12,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5672.JPG,Janelle,abiotic,"1 deg 20' 19.07"" N","103 deg 52' 24.92"" E",21.7 m Above Sea Level,273.195099,2026:09:05 10:50:13,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5732.JPG,Janelle,abiotic,"1 deg 20' 19.96"" N","103 deg 52' 26.68"" E",35.8 m Above Sea Level,21.31015395,2026:09:05 13:53:52,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8317.HEIC,Daniela,abiotic,"1 deg 20' 18.58"" N","103 deg 52' 26.62"" E",21.4 m Above Sea Level,257.6630859,2026:09:05 10:52:00,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5726.JPG,Janelle,abiotic,"1 deg 20' 19.66"" N","103 deg 52' 26.29"" E",23.2 m Above Sea Level,207.0494081,2026:09:05 13:52:11,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5712.JPG,Janelle,abiotic,"1 deg 20' 26.25"" N","103 deg 52' 28.00"" E",19.8 m Above Sea Level,105.0675964,2026:09:05 11:31:24,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5706.JPG,Janelle,abiotic,"1 deg 20' 23.78"" N","103 deg 52' 23.27"" E",20.1 m Above Sea Level,58.09503941,2026:09:05 11:25:23,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
